X_0,X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9,X_10,X_11,X_12,y
-0.7153937196906455,0.27141443964587986,0.7153937196906455,0.03809885159416248,2.782563120855191,4.83180482003707,0.5330394366152889,0.5241605209862733,-0.9252152113800312,-1.8321462867396132,1.7409688908337984,-0.9252152113800312,1.183626548194432,7.38842454579383
-5.639138641183734,-1.8679783941352726,5.639138641183734,0.12519518913196007,2.751736287737691,-3.7253021524203453,2.3673819594623096,-0.76199987576166,3.8840566465950874,-0.7887353900462633,-1.7616075098095025,3.8840566465950874,-3.1651457753542673,6.205214331924701
-2.0876512604300914,-0.5728486711321417,2.0876512604300914,2.765340516335248,2.675366853772847,0.3164872927048009,-1.9255337077914652,0.21468061530059845,-1.4038126283742836,-0.9399781585448606,-1.9041554400367198,-1.4038126283742836,0.7586238254648965,0.16246641524471367
2.752854260927718,0.7015792971588188,2.752854260927718,0.05258293459755261,2.2743881310047787,-2.2516078848508405,-0.02991104972933467,2.3963770023299347,-3.2995072118225703,3.764860113667515,-2.1717420490242785,-3.2995072118225703,1.2744438369420066,7.160613272853289
-2.2360353788343934,-0.016900755883604734,2.2360353788343934,0.37668868479286904,2.7758104029972843,1.9615217448775666,-0.1553734365576831,-0.6820655278400268,-0.010123158379957031,-1.8491924047598391,-0.5403518779380502,-0.010123158379957031,0.023858429353399213,7.023663947547675
-6.419974580973246,-3.3003459851722945,6.419974580973246,2.717039834063461,2.697088214972962,3.9988683039392,1.5449818423687325,1.0306370169023362,4.541306225164297,-4.437245005877831,-0.07639623999240347,4.541306225164297,0.15753926950965333,9.068849210811315
3.4128424041030065,0.982850809169897,3.4128424041030065,11.97392525067056,2.6202350564217114,8.589968932842318,1.0246387522721006,1.5824122333493373,-0.9168128268713178,-2.5352827316561326,2.1725880759447564,-0.9168128268713178,4.266226072107572,7.1333368336866965
-2.665272576251187,-0.5939764580131036,2.665272576251187,0.5659999474903383,2.7655188426251094,1.9299641780697576,-0.6157648296103939,0.8052678547722815,-0.34722915417589445,-1.5327304159095818,0.03325030234271731,-0.34722915417589445,0.06729720003668688,7.697505861065257
-3.5434934564013325,-2.0955254992143053,3.5434934564013325,9.87924711248216,2.53643146359691,4.794580342952375,1.536782656958561,0.812562279410278,-2.914059733794046,1.2684225937243052,2.4359355912427736,-2.914059733794046,1.3377049259906706,9.729755361210968
0.5962076195345016,-0.10580137683583746,0.5962076195345016,19.05878269892058,2.5013210927092557,-1.1333233208264186,-2.2161382063099957,-2.486772895512653,-4.3980364706152075,3.1931702648341993,-2.355470255119708,-4.3980364706152075,1.4391670298969386,7.070420836474024
-2.4989555255618834,-0.23696608050641074,2.4989555255618834,0.07871058703643179,2.9094938127836665,0.1472938301851947,1.4778649132416821,2.802408675436974,0.36333815724648355,-1.4031060889090534,2.3700941920814036,0.36333815724648355,-1.4024826150956526,3.862263856657912
1.3443616811461467,-1.2932070993641542,1.3443616811461467,0.2654200004176568,2.6671971608756784,0.9513171245382417,-2.359567140875736,1.544555210333804,-0.056940229412556054,0.9143351709260935,0.4079790982860509,-0.056940229412556054,1.396573596039057,1.3686639127588798
1.9916506232801359,0.5631870166292317,1.9916506232801359,1.331296029305123,2.7380312289100113,6.645562712168705,-0.3252903542737551,-1.5684163373575308,-3.6771278433319425,-1.8552259915352214,1.7379449720434976,-3.6771278433319425,4.396643179310519,2.83709785654975
